Landmarker_1NN,Landmarker_gnb,Landmarker_lda,class_entropy,dataset_ratio,equiv_nr_feat,kurtosis_max,kurtosis_mean,kurtosis_min,kurtosis_q1,kurtosis_q3,kurtosis_std,labels_mean,labels_std,log_nr_features,log_nr_instances,mi_max,mi_mean,mi_min,mi_std,missing_val,noise_signal_ratio,norm_entropy_max,norm_entropy_mean,norm_entropy_min,norm_entropy_std,nr_categorical_features,prob_max,prob_mean,prob_min,prob_std,rho_max,rho_mean,rho_min,rho_std,skew_max,skew_mean,skew_min,skew_q1,skew_q3,skew_std,classifier,label
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,AB,0
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,ET,1
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,RF,1
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,DT,1
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,GB,1
0.7527,0.9786,0.9737,0.944330826,0.0014,14.75255897,-0.3894686570000001,-1.115477275,-1.200004417,-1.200002539,-1.199995596,0.223122173,2.0,0.0,2.63905733,9.210340372000001,0.578319651,0.06401132400000001,0.000413414,0.14927686099999998,0,2.832225424,0.25,0.245305822,0.216495011,0.011071206,1,0.638,0.5,0.362,0.138,0.584554283,0.06010939200000001,0.000490882,0.133446104,0.018663442,0.00241446,6.14e-07,2.74e-06,4.8e-06,0.005775115999999999,SVM,0
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,AB,1
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,ET,1
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,RF,0
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,DT,0
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,GB,1
0.994046594,0.985809322,0.998823529,1.787416049,0.08442330599999999,10.37708926,21.23171723,2.35912946,-0.790261586,0.365953089,2.383871161,3.634263392,4.0,0.0,4.262679877,6.73459166,0.5176043029999999,0.17224637899999998,0.027051629,0.10631916,0,0.428645891,0.309274316,0.246079082,0.119491763,0.042161434000000005,1,0.376932224,0.25,0.065398335,0.125047621,0.70645842,0.14842389,2e-05,0.115522347,4.087186737,1.115865224,0.040708921,0.707035159,1.325906397,0.6758959990000001,SVM,0
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,AB,0
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,ET,0
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,RF,1
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,DT,1
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,GB,1
0.155181503,0.208360874,0.432359361,2.475263409,0.028070175,127.553732,-0.476766766,-1.061569872,-1.429520304,-1.337815842,-0.89375024,0.366936872,25.75,39.98359038,2.079441542,5.65248918,0.315207802,0.019405653,0.007004379,0.041989365999999986,54,0.450684067,0.381358831,0.028151471,0.01033284,0.06569593900000001,4,0.414035088,0.14285714300000002,0.073684211,0.112244892,0.5078869020000001,0.245806274,2.3300000000000003e-18,0.180047126,0.6720297140000001,0.444577813,0.14687260800000002,0.253348958,0.670933319,0.232211212,SVM,0
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,AB,1
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,ET,0
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,RF,0
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,DT,1
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,GB,1
0.8422222220000001,0.4397222220000001,0.740833333,0.734781352,0.119565217,37.19580399,0.940332859,-0.756444385,-1.885215208,-1.811054745,-0.261965218,0.971204491,21.0,26.87005769,2.397895273,4.521788577,0.20507738,0.019754415,0.00072009,0.04027138,0,2.300706097,0.482416121,0.065203518,0.013260273,0.121172024,3,0.793478261,0.5,0.206521739,0.293478261,0.971401728,0.415816415,0.003574744000000001,0.335401229,1.47410232,0.531524194,0.084449299,0.21060513,0.769771194,0.464267384,SVM,0
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,AB,1
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,ET,0
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,RF,1
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,DT,0
